# category	id	name	rarity	icon	desc	acquire	track	tags
appearances	Waist_Z1U2_FigAss	Ptéryge d'intrusion condensée	1	348		Uncommon gear from Île de Skover enemies		slot:Waist,class:Warrior,class:Rogue
appearances	Waist_Z1U2_FigWiz	Ptéryge d'intrusion protégée	1	349		Uncommon gear from Île de Skover enemies		slot:Waist,class:Warrior,class:Mage
appearances	Waist_Z1U2_Fig	Ptéryge d'intrusion renforcée	1	350		Uncommon gear from Île de Skover enemies		slot:Waist,class:Warrior
appearances	Waist_Z2U2_FigCle	Ptéryge de nomade bénie	1	351		Uncommon gear from Vallée de l'éternel automne enemies		slot:Waist,class:Warrior,class:Priest
appearances	Waist_Z2U2_FigAss	Ptéryge de voyage condensée	1	352		Uncommon gear from Vallée de l'éternel automne enemies		slot:Waist,class:Warrior,class:Rogue
appearances	Waist_Z2U2_Fig	Ptéryge de voyage renforcée	1	353		Uncommon gear from Vallée de l'éternel automne enemies		slot:Waist,class:Warrior
appearances	Waist_RCrimson_AssWiz	Relique de Cernoros le roi perdu	2	354		Drops from Crimson enemies	Crimson - CrimsonIsland Cathedral@542.1,-860.5,219.8;Crimson - Krisomal Priaire@1242.8,714.8,101.4;Crimson - CrimsonIsland South@318.6,-592.2,111.5	slot:Waist,class:Rogue,class:Mage
appearances	Waist_RKobold_Ass	Relique des Quatre cents	2	355		Drops from Kobold enemies	Kobold - Eksod Kobolds@1100.1,-914.2,1.2;Kobold - Enripit Hollow@-567.2,388.7,3;Kobold - Enripit Hollow@-286.2,824.9,54.5	slot:Waist,class:Rogue
appearances	Shoulders_RKobold_Fig	Remparts miniers	2	356		Drops from Kobold enemies	Kobold - Eksod Kobolds@1100.1,-914.2,1.2;Kobold - Enripit Hollow@-567.2,388.7,3;Kobold - Enripit Hollow@-286.2,824.9,54.5	slot:Shoulders,class:Warrior
appearances	Chest_Z1U1_Wiz	Robe d'exil enchantée	1	357		Uncommon gear from Île de Skover enemies		slot:Chest,class:Mage
appearances	Chest_Z1U1_WizCle	Robe d'exil runique	1	358		Uncommon gear from Île de Skover enemies		slot:Chest,class:Mage,class:Priest
appearances	Chest_Z1U1_Cle	Robe d'exil sacrée	1	359		Uncommon gear from Île de Skover enemies		slot:Chest,class:Priest
appearances	Chest_Z1U2_Wiz	Robe d'intrusion enchantée	1	360		Uncommon gear from Île de Skover enemies		slot:Chest,class:Mage
appearances	Chest_Z1U2_WizCle	Robe d'intrusion runique	1	361		Uncommon gear from Île de Skover enemies		slot:Chest,class:Mage,class:Priest
appearances	Chest_Z1U2_Cle	Robe d'intrusion sacrée	1	362		Uncommon gear from Île de Skover enemies		slot:Chest,class:Priest
appearances	Chest_Starter_Cle	Robe de novice	0	363		Starting outfit		slot:Chest,class:Priest
appearances	Feet_RKobold_WizCle	Sacoches d'or	2	364		Drops from Kobold enemies	Kobold - Eksod Kobolds@1100.1,-914.2,1.2;Kobold - Enripit Hollow@-567.2,388.7,3;Kobold - Enripit Hollow@-286.2,824.9,54.5	slot:Feet,class:Mage,class:Priest
appearances	Feet_Z1U1_Wiz	Sandales d'exil enchantées	1	365		Uncommon gear from Île de Skover enemies		slot:Feet,class:Mage
appearances	Feet_Z1U1_WizCle	Sandales d'exil runiques	1	366		Uncommon gear from Île de Skover enemies		slot:Feet,class:Mage,class:Priest
appearances	Feet_Z1U1_Cle	Sandales d'exil sacrées	1	367		Uncommon gear from Île de Skover enemies		slot:Feet,class:Priest
appearances	Feet_Z1U2_Wiz	Sandales d'intrusion enchantées	1	368		Uncommon gear from Île de Skover enemies		slot:Feet,class:Mage
appearances	Feet_Z1U2_WizCle	Sandales d'intrusion runiques	1	369		Uncommon gear from Île de Skover enemies		slot:Feet,class:Mage,class:Priest
appearances	Feet_Z1U2_Cle	Sandales d'intrusion sacrées	1	370		Uncommon gear from Île de Skover enemies		slot:Feet,class:Priest
appearances	Feet_Starter_Cle	Sandales de novice	0	371		Starting outfit		slot:Feet,class:Priest
appearances	Feet_RManfish_Wiz	Sandales de secours du jeune Néphisto	2	372		Drops from Manfish enemies	Manfish - Meridion Ruins@-199.2,1739.9,6.2;Manfish - Meridion Beach@-225.7,1943.9,5.8;Manfish - Krisomal Priaire@1786,642.2,4.9	slot:Feet,class:Mage
appearances	Feet_RDemon_WizCle	Savates de Niflel	2	373		Drops: Demonic Rifts	Rift - Krisomal North@1550.3,999.6,211.5	slot:Feet,class:Mage,class:Priest
appearances	Legs_RManfish_AssCle	Short de vacances de Népicure	2	374		Drops from Manfish enemies	Manfish - Meridion Ruins@-199.2,1739.9,6.2;Manfish - Meridion Beach@-225.7,1943.9,5.8;Manfish - Krisomal Priaire@1786,642.2,4.9	slot:Legs,class:Rogue,class:Priest
appearances	Legs_RBee_Ass	Silhouette d'Apix	2	375		Drops from Bee enemies	Bee - Nescent Hive@2074.8,141.1,-21.7;Bee - Honeywoods Canopy@-1060.4,908.6,195.2;Bee - Nescent Hive@2059.1,310,41.2	slot:Legs,class:Rogue
appearances	Feet_RBee_AssWiz	Solerets de guerre des Apix	2	376		Drops from Bee enemies	Bee - Nescent Hive@2074.8,141.1,-21.7;Bee - Honeywoods Canopy@-1060.4,908.6,195.2;Bee - Nescent Hive@2059.1,310,41.2	slot:Feet,class:Rogue,class:Mage
appearances	Feet_RCrimson_FigCle	Solerets rivaux de Cornacier	2	377		Craft: Blacksmith (lvl 5)		slot:Feet,class:Warrior,class:Priest
appearances	Back_RDemon_FigWiz	Sourire du démolisseur	2	378		Drops: Demonic Rifts	Rift - Krisomal North@1550.3,999.6,211.5	slot:Back,class:Warrior,class:Mage
appearances	Shoulders_RCrimson_FigWiz	Spalières de foi intangible	2	379		Drops from Crimson enemies	Crimson - CrimsonIsland Cathedral@542.1,-860.5,219.8;Crimson - Krisomal Priaire@1242.8,714.8,101.4;Crimson - CrimsonIsland South@318.6,-592.2,111.5	slot:Shoulders,class:Warrior,class:Mage
appearances	Shoulders_RCrimson_Cle	Spalières du jugement	2	380		Drops from Crimson enemies	Crimson - CrimsonIsland Cathedral@542.1,-860.5,219.8;Crimson - Krisomal Priaire@1242.8,714.8,101.4;Crimson - CrimsonIsland South@318.6,-592.2,111.5	slot:Shoulders,class:Priest
appearances	Chest_RCrimson_WizCle_Craft	Tenue sacrificielle	2	381		Craft: Outfitter (lvl 5)		slot:Chest,class:Any
appearances	Chest_RCrimson_Wiz	Toison d'or de Krisomal	2	382		Drops from Crimson enemies	Crimson - CrimsonIsland Cathedral@542.1,-860.5,219.8;Crimson - Krisomal Priaire@1242.8,714.8,101.4;Crimson - CrimsonIsland South@318.6,-592.2,111.5	slot:Chest,class:Mage
appearances	Hands_RCrimson_Ass	Toucher de Ménas le thaumaturge	2	383		Drops from Crimson enemies	Crimson - CrimsonIsland Cathedral@542.1,-860.5,219.8;Crimson - Krisomal Priaire@1242.8,714.8,101.4;Crimson - CrimsonIsland South@318.6,-592.2,111.5	slot:Hands,class:Rogue
appearances	Back_Z2U1_FigCle	Tour de cou d'aventure béni	1	384		Uncommon gear from Vallée de l'éternel automne enemies		slot:Back,class:Warrior,class:Priest
appearances	Back_Z2U1_FigAss	Tour de cou d'aventure condensé	1	385		Uncommon gear from Vallée de l'éternel automne enemies		slot:Back,class:Warrior,class:Rogue
appearances	Back_Z2U1_FigWiz	Tour de cou d'aventure protégé	1	386		Uncommon gear from Vallée de l'éternel automne enemies		slot:Back,class:Warrior,class:Mage
appearances	Back_Z2U1_Fig	Tour de cou d'aventure renforcé	1	387		Uncommon gear from Vallée de l'éternel automne enemies		slot:Back,class:Warrior
appearances	Back_Z1U1_FigCle	Tour de cou d'exil béni	1	388		Uncommon gear from Île de Skover enemies		slot:Back,class:Warrior,class:Priest
appearances	Back_Z1U1_FigAss	Tour de cou d'exil condensé	1	389		Uncommon gear from Île de Skover enemies		slot:Back,class:Warrior,class:Rogue
appearances	Back_Z1U1_FigWiz	Tour de cou d'exil protégé	1	390		Uncommon gear from Île de Skover enemies		slot:Back,class:Warrior,class:Mage
appearances	Back_Z1U1_Fig	Tour de cou d'exil renforcé	1	391		Uncommon gear from Île de Skover enemies		slot:Back,class:Warrior
appearances	Back_Z1U2_FigCle	Tour de cou d'intrusion béni	1	392		Uncommon gear from Île de Skover enemies		slot:Back,class:Warrior,class:Priest
appearances	Back_Z1U2_FigAss	Tour de cou d'intrusion condensé	1	393		Uncommon gear from Île de Skover enemies		slot:Back,class:Warrior,class:Rogue
appearances	Back_Z1U2_FigWiz	Tour de cou d'intrusion protégé	1	394		Uncommon gear from Île de Skover enemies		slot:Back,class:Warrior,class:Mage
appearances	Back_Z1U2_Fig	Tour de cou d'intrusion renforcé	1	395		Uncommon gear from Île de Skover enemies		slot:Back,class:Warrior
appearances	Back_Z2U2_FigCle	Tour de cou de nomade béni	1	396		Uncommon gear from Vallée de l'éternel automne enemies		slot:Back,class:Warrior,class:Priest
appearances	Back_Z2U2_FigAss	Tour de cou de nomade condensé	1	397		Uncommon gear from Vallée de l'éternel automne enemies		slot:Back,class:Warrior,class:Rogue
appearances	Back_Z2U2_FigWiz	Tour de cou de nomade protégé	1	398		Uncommon gear from Vallée de l'éternel automne enemies		slot:Back,class:Warrior,class:Mage
appearances	Back_Z2U2_Fig	Tour de cou de nomade renforcé	1	399		Uncommon gear from Vallée de l'éternel automne enemies		slot:Back,class:Warrior
appearances	Chest_Starter_Wiz	Tunique d'apprenti	0	400		Starting outfit		slot:Chest,class:Mage
appearances	Waist_RKobold_FigCle	Unité des Trente royaumes	2	401		Drops from Kobold enemies	Kobold - Eksod Kobolds@1100.1,-914.2,1.2;Kobold - Enripit Hollow@-567.2,388.7,3;Kobold - Enripit Hollow@-286.2,824.9,54.5	slot:Waist,class:Warrior,class:Priest
appearances	Chest_RKobold_Cle	Veste à triple fermeture de Boucle d'or	2	402		Drops from Kobold enemies	Kobold - Eksod Kobolds@1100.1,-914.2,1.2;Kobold - Enripit Hollow@-567.2,388.7,3;Kobold - Enripit Hollow@-286.2,824.9,54.5	slot:Chest,class:Priest
appearances	Chest_RBee_AssWiz_Craft	Veste ailée splendide	2	403		Craft: Outfitter (lvl 3)		slot:Chest,class:Any
appearances	Chest_Z2U1_Wiz	Veste d'aventure enchantée	1	404		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Mage
appearances	Chest_Z2U1_AssCle	Veste d'aventure éthérée	1	405		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Rogue,class:Priest
appearances	Chest_Z2U1_AssWiz	Veste d'aventure imprégnée	1	406		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Rogue,class:Mage
appearances	Chest_Z2U1_Ass	Veste d'aventure légère	1	407		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Rogue
appearances	Chest_Z2U1_WizCle	Veste d'aventure runique	1	408		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Mage,class:Priest
appearances	Chest_Z2U1_Cle	Veste d'aventure sacrée	1	409		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Priest
appearances	Chest_Z2U2_Wiz	Veste de voyage enchantée	1	410		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Mage
appearances	Chest_Z2U2_AssCle	Veste de voyage éthérée	1	411		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Rogue,class:Priest
appearances	Chest_Z2U2_AssWiz	Veste de voyage imprégnée	1	412		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Rogue,class:Mage
appearances	Chest_Z2U2_Ass	Veste de voyage légère	1	413		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Rogue
appearances	Chest_Z2U2_WizCle	Veste de voyage runique	1	414		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Mage,class:Priest
appearances	Chest_Z2U2_Cle	Veste de voyage sacrée	1	415		Uncommon gear from Vallée de l'éternel automne enemies		slot:Chest,class:Priest
appearances	Chest_RManfish_AssCle	Veste du dernier pirate	2	416		Drops from Manfish enemies	Manfish - Meridion Ruins@-199.2,1739.9,6.2;Manfish - Meridion Beach@-225.7,1943.9,5.8;Manfish - Krisomal Priaire@1786,642.2,4.9	slot:Chest,class:Rogue,class:Priest
appearances	Chest_RBee_WizCle	Vêtements décontractés de la Méliprincesse	2	417		Drops from Bee enemies	Bee - Nescent Hive@2074.8,141.1,-21.7;Bee - Honeywoods Canopy@-1060.4,908.6,195.2;Bee - Nescent Hive@2059.1,310,41.2	slot:Chest,class:Mage,class:Priest
appearances	Legs_RManfish_FigAss	Vêtements du chasseur de mollusques	2	418		Drops from Manfish enemies	Manfish - Meridion Ruins@-199.2,1739.9,6.2;Manfish - Meridion Beach@-225.7,1943.9,5.8;Manfish - Krisomal Priaire@1786,642.2,4.9	slot:Legs,class:Warrior,class:Rogue
appearances	Chest_RDemon_FigCle	Visage d'âme	2	419		Drops: Demonic Rifts	Rift - Krisomal North@1550.3,999.6,211.5	slot:Chest,class:Warrior,class:Priest
appearances	Head_RDemon_Fig_Craft	Visière de brutalité	2	420		Craft: Blacksmith (lvl 6)		slot:Head,class:Any
appearances	Head_RCrimson_FigAss	Visière du bélier	2	421		Drops from Crimson enemies	Crimson - CrimsonIsland Cathedral@542.1,-860.5,219.8;Crimson - Krisomal Priaire@1242.8,714.8,101.4;Crimson - CrimsonIsland South@318.6,-592.2,111.5	slot:Head,class:Warrior,class:Rogue
appearances	Head_RBee_WizCle	Vision de l'apiculteur	2	422		Drops from Bee enemies	Bee - Nescent Hive@2074.8,141.1,-21.7;Bee - Honeywoods Canopy@-1060.4,908.6,195.2;Bee - Nescent Hive@2059.1,310,41.2	slot:Head,class:Mage,class:Priest
appearances	Head_RKobold_AssWiz	Vision du fromagotrancheur	2	423		Drops from Kobold enemies	Kobold - Eksod Kobolds@1100.1,-914.2,1.2;Kobold - Enripit Hollow@-567.2,388.7,3;Kobold - Enripit Hollow@-286.2,824.9,54.5	slot:Head,class:Rogue,class:Mage
appearances	Hands_RKobold_WizCle	Voeux de prospérité	2	424		Drops from Kobold enemies	Kobold - Eksod Kobolds@1100.1,-914.2,1.2;Kobold - Enripit Hollow@-567.2,388.7,3;Kobold - Enripit Hollow@-286.2,824.9,54.5	slot:Hands,class:Mage,class:Priest
appearances	Head_RCrimson_Cle	Voile clérical	2	425		Drops from Crimson enemies	Crimson - CrimsonIsland Cathedral@542.1,-860.5,219.8;Crimson - Krisomal Priaire@1242.8,714.8,101.4;Crimson - CrimsonIsland South@318.6,-592.2,111.5	slot:Head,class:Priest
appearances	Head_RDemon_Wiz	Voile impie	2	426		Drops: Demonic Rifts	Rift - Krisomal North@1550.3,999.6,211.5	slot:Head,class:Mage
appearances	Back_RBee_AssCle	Vol du bourdechar	2	427		Drops from Bee enemies	Bee - Nescent Hive@2074.8,141.1,-21.7;Bee - Honeywoods Canopy@-1060.4,908.6,195.2;Bee - Nescent Hive@2059.1,310,41.2	slot:Back,class:Rogue,class:Priest
mounts	Mount_Aries_04	Bêliqueux de Konda	3	428				type:Aries
mounts	Mount_Aries_06	Bêliqueux de Nescente	3	429				type:Aries
mounts	Mount_Aries_03	Bêliqueux de Ponog	3	430		Drops: Vault of zone 3 (tier 2)	Vault - CrimsonIsland South@287,-572,9	type:Aries
mounts	Mount_Aries_02	Bêliqueux de Primevallée	3	431		Achievement: Protection de la ville - Terminez tous les donjons de CrimsonIsland_Region.		type:Aries
mounts	Mount_Aries_01	Bêliqueux de Rinuhr	3	432		Achievement: Bestiaire de Bélinbourg - Remplissez votre codex pour Bélinbourg.		type:Aries
mounts	Mount_Goat_01	Chèvre d'Ébral	3	433		Sold by a merchant	MountTamer_NPC_1 - Primevalley Hub@-397.3,1502.1,57.8	type:Goat
mounts	Mount_Goat_03	Chèvre d'Opale	3	434		Sold by a merchant	MountTamer_NPC_1 - Primevalley Hub@-397.3,1502.1,57.8	type:Goat
mounts	Mount_Goat_02	Chèvre de Konda	3	435		Sold by a merchant	MountTamer_NPC_1 - Primevalley Hub@-397.3,1502.1,57.8	type:Goat
mounts	Mount_Goat_06	Chèvre de Niflel	3	436		Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	type:Goat
mounts	Mount_Goat_05	Chèvre de Zerzur	3	437		Achievement: Bestiaire de l'Île de Skover - Remplissez votre codex pour l'Île de Skover.		type:Goat
mounts	Mount_Goat_04	Chèvre écarlate	3	438		Achievement: Pacification de Skover - Terminez tous les donjons de l'Île de Skover.		type:Goat
mounts	Mount_Ladybug_DarkBlue	Coccipatte d'Alandal	3	439				type:Ladybug
mounts	Mount_Ladybug_Yellow	Coccipatte d'Antélimbe	3	440				type:Ladybug
mounts	Mount_Ladybug_Green	Coccipatte d'Eksode	3	441		Drops: Vault of zone 1 (tier 3)	Vault - Honeywoods Cave@-1117,880,127.5	type:Ladybug
mounts	Mount_Ladybug_Red	Coccipatte de Nescente	3	442		Drops: world boss Dame Beille (rare)	Dame Beille - Dungeon entrance - Honeywoods Canopy@-1088.7,716.9,399	type:Ladybug
mounts	Mount_Ladybug_Demonic	Coccipatte de Niflel	3	443				type:Ladybug
mounts	Mount_Ladybug_Purple	Coccipatte de Ponog	3	444		Drops: world boss Reine Élizabeille (rare)	Reine Élizabeille - Dungeon entrance - Nescent Hive@2087.7,161.4,-293.2	type:Ladybug
mounts	Mount_Ladybug_Orange	Coccipatte de Sforia	3	445				type:Ladybug
mounts	Mount_Ladybug_Blue	Coccipatte de Zerzur	3	446		Drops: FaerieBee (rare), Bee (rare)		type:Ladybug
mounts	Mount_Boar_03	Cochon d'Alandal	3	447		Achievement: Bestiaire de la Vallée de l'éternel automne - Remplissez votre codex pour la Vallée de l'éternel automne.		type:Boar
mounts	Mount_Boar_04	Cochon d'Irukal	3	448				type:Boar
mounts	Mount_Boar_02	Cochon de Jodar	3	449				type:Boar
mounts	Mount_Boar_01	Cochon de Méridion	3	450		Drops: Boar (rare)		type:Boar
mounts	Mount_Boar_06	Cochon de Niflel	3	451		Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	type:Boar
mounts	Mount_Boar_05	Cochon de Veilant	3	452		Achievement: Obtenez 10 Mounts.		type:Boar
mounts	Mount_Crab_Red	Crabe d'Antélimbe	3	453		Drops: Crab (rare)		type:Crab
mounts	Mount_Crab_Blue	Crabe de Mérops	3	454		Drops: world boss Crabgantua (rare)	Crabgantua - Dungeon entrance - Primevalley Coast@253.5,1314.5,-87.8	type:Crab
mounts	Mount_Crab_Demonic	Crabe de Niflel	3	455		Drops: demon soulstones (zone 2) (rare)		type:Crab
mounts	Mount_Crab_Purple	Crabe de Ponog	3	456				type:Crab
mounts	Mount_Crab_Yellow	Crabe de Semeru	3	457		Drops: Vault of zone 1 (tier 2)	Vault - Enripit Hill@244.8,636.3,-27.7	type:Crab
mounts	Mount_Crab_BlueGrey	Crabe de Zerzur	3	458				type:Crab
mounts	Mount_Crab_Red02	Crabe écarlate	3	459				type:Crab
mounts	Mount_Croco_05	Crocoglier d'Atlantide	3	460				type:Croco
mounts	Mount_Croco_04	Crocoglier d'Egheret	3	461				type:Croco
mounts	Mount_Croco_01	Crocoglier d'Eksode	3	462				type:Croco
mounts	Mount_Croco_02	Crocoglier d'Hégémon	3	463				type:Croco
mounts	Mount_Croco_03	Crocoglier de Bel-Etir	3	464				type:Croco
mounts	Mount_Croco_06	Crocoglier de Niflel	3	465				type:Croco
mounts	Mount_Aries_05	Égide	3	466	Égide est la fidèle monture de Chakragnel. Lorsque Chakragnel a renoncé à l'humanité et prêté allégeance aux démons, son compagnon n'a pas pu se résoudre à l'abandonner et porte depuis les marques de sa trahison.	Drops: world boss Grand inquisiteur Chakragnel (rare)	Grand inquisiteur Chakragnel - Dungeon entrance - CrimsonIsland Sacristy@118.4,-864.1,281.4	type:Aries
mounts	SparkHorse_01	Équiséant étincelant	3	467				type:SparkHorse
mounts	Mount_Hound_03	Limier d'Antélimbe	3	468				type:Hound
mounts	Mount_Hound_04	Limier de Bélinbourg	3	469				type:Hound
mounts	Mount_Hound_01	Limier de Dénichemin	3	470		Drops: Crimson (rare)		type:Hound
mounts	Mount_Hound_05	Limier de Léma	3	471				type:Hound
mounts	Mount_Hound_06	Limier de Niflel	3	472		Achievement: On n'abandonne personne ! - Refermez une faille sans perdre d'allié lors du combat de boss.		type:Hound
mounts	Mount_Hound_02	Limier de Skover	3	473				type:Hound
mounts	Mount_Wolf_05	Loup d'Almaz	3	474		Sold by a merchant	MountTamer_NPC_2 - Azuram Highland@1218.4,221.6,18.5	type:Wolf
mounts	Mount_Wolf_01	Loup d'Enripit	3	475		Sold by a merchant	MountTamer_NPC_2 - Azuram Highland@1218.4,221.6,18.5	type:Wolf
mounts	Mount_Wolf_03	Loup de Krisomal	3	476		Achievement: Obtenez 50 Mounts.		type:Wolf
mounts	Mount_Wolf_04	Loup de Navelin	3	477		Sold by a merchant	MountTamer_NPC_2 - Azuram Highland@1218.4,221.6,18.5	type:Wolf
mounts	Mount_Wolf_02	Loup de Nescente	3	478		Drops: Wolf (rare), Coyotes (rare)		type:Wolf
mounts	Mount_Wolf_06	Loup de Sforia	3	479		Achievement: Vallée de l'éternelle exploration - Obtenez tous les succès d'exploration de la Vallée de l'éternel automne.		type:Wolf
mounts	Mount_Demon_03	Noctomolosse courroucé	3	480		Achievement: L'Empire de la Foi - Obtenez tous les succès d'exploration de Bélinbourg.		type:Demon
mounts	Mount_Demon_05	Noctomolosse enragé	3	481		Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	type:Demon
mounts	Mount_Demon_01	Noctomolosse furieux	3	482		Sold by a merchant	Zoey, Demon Huntress - Azuram Hub@1312.9,72.6,172.5;Zoey, Demon Huntress - CrimsonIsland South@586.2,-80.5,57;Zoey, Demon Huntress - Primevalley Hub@-339.4,1416.4,52.5	type:Demon
mounts	Mount_Demon_06	Noctomolosse haineux	3	483		Drops: Maat LT2 (rare), Demonic Rifts (rare)	Rift - Krisomal North@1550.3,999.6,211.5	type:Demon
mounts	Mount_Demon_04	Noctomolosse irascible	3	484		Drops: Demonic Rifts (rare)	Rift - Krisomal North@1550.3,999.6,211.5	type:Demon
mounts	Mount_Demon_02	Noctomolosse irritable	3	485		Drops: Demon (rare)		type:Demon
mounts	Mount_Skunk_03	Putois de Fourchambule	3	486		Achievement: Obtenez 25 Mounts.		type:Skunk
mounts	Mount_Skunk_06	Putois de Niflel	3	487		Drops: demon soulstones (zone 1) (rare)		type:Skunk
mounts	Mount_Skunk_05	Putois de Ponog	3	488		Achievement: Vallée des éternels donjons - Terminez tous les donjons de la Vallée de l'éternel automne.		type:Skunk
mounts	Mount_Skunk_01	Putois de Primevallée	3	489		Drops: Skunk (rare)		type:Skunk
mounts	Mount_Skunk_04	Putois de Rinuhr	3	490		Drops: world boss Munster Chuck (rare)		type:Skunk
mounts	Mount_Skunk_02	Putois de Spéro	3	491		Achievement: Tout sur Skover - Obtenez tous les succès d'exploration de l'Île de Skover.		type:Skunk
pets	Sheep_Beige	Clochelaine	0	492		Capture in the wild (Capture Net)	Eksod Kobolds@1258.3,-781.5,44.3;Krisomal North@1632.5,1035.2,-124	type:Sheep,area:Z2
pets	Sheep_Brown02	Clochelaine des champs	0	493		Capture in the wild (Capture Net)	Eksod Kobolds@1258.3,-781.5,44.3;Krisomal North@1632.5,1035.2,-124	type:Sheep,area:Z2
pets	Sheep_Spark	Clochelaine étincelant	0	494		Capture in the wild (Capture Net)	Krisomal Chapel@1441.5,1045.2,14.8	type:Sheep,area:Z2
pets	Sheep_Brown	Clochelaine marron	0	495		Capture in the wild (Capture Net)	Eksod Kobolds@1258.3,-781.5,44.3;Krisomal North@1632.5,1035.2,-124	type:Sheep,area:Z2
pets	Sheep_Demon	Clochelaine nocturne	0	496		Capture in the wild (Capture Net)		type:Sheep
pets	Sheep_Black	Clochelaine noir	0	497		Capture in the wild (Capture Net)	Eksod Kobolds@1258.3,-781.5,44.3;Krisomal North@1632.5,1035.2,-124	type:Sheep,area:Z2
pets	Sheep_Black02	Clochelaine radieux	0	498		Capture in the wild (Capture Net)	Eksod Kobolds@1258.3,-781.5,44.3;Krisomal North@1632.5,1035.2,-124	type:Sheep,area:Z2
pets	Ladybug_Blue	Coccipatte bleue	0	499		Capture in the wild (Capture Net)	Enripit Hill@231.1,753.4,86.3;Honeywoods Isle@-924.2,1446.1,99.8	type:Ladybug,area:Z1
pets	Ladybug_Spark	Coccipatte étincelante	0	500		Capture in the wild (Capture Net)	Enripit Hill@231.1,753.4,86.3;Honeywoods Isle@-924.2,1446.1,99.8	type:Ladybug,area:Z1
pets	Ladybug_Green	Coccipatte herbeuse	0	501		Capture in the wild (Capture Net)	Enripit Hill@231.1,753.4,86.3;Honeywoods Isle@-924.2,1446.1,99.8	type:Ladybug,area:Z1
pets	Ladybug_Yellow	Coccipatte jaune	0	502		Capture in the wild (Capture Net)	Honeywoods Cave@-1101,887.6,123	type:Ladybug,area:Z1
pets	Ladybug_Demon	Coccipatte nocturne	0	503		Capture in the wild (Capture Net)		type:Ladybug
pets	Ladybug_Red	Coccipatte rouge	0	504		Capture in the wild (Capture Net)	Enripit Hill@231.1,753.4,86.3;Honeywoods Isle@-924.2,1446.1,99.8	type:Ladybug,area:Z1
pets	Ladybug_Purple	Coccipatte violette	0	505		Capture in the wild (Capture Net)	Enripit Hill@231.1,753.4,86.3;Honeywoods Isle@-924.2,1446.1,99.8	type:Ladybug,area:Z1
pets	Rabbit_Yellow	Codaflore	0	506		Capture in the wild (Capture Net)	Honeywoods Grove@-435.5,1252,73.5;Honeywoods Forest@-440.5,918.6,113.6	type:Rabbit,area:Z1
pets	Rabbit_Grey	Codaflore brumeux	0	507		Capture in the wild (Capture Net)	Honeywoods Grove@-435.5,1252,73.5;Honeywoods Forest@-440.5,918.6,113.6	type:Rabbit,area:Z1
pets	Rabbit_Green	Codaflore des bois	0	508		Capture in the wild (Capture Net)	Honeywoods Grove@-435.5,1252,73.5;Honeywoods Forest@-440.5,918.6,113.6	type:Rabbit,area:Z1
pets	Rabbit_Spark	Codaflore étincelant	0	509		Capture in the wild (Capture Net)	Honeywoods Grove@-435.5,1252,73.5;Honeywoods Forest@-440.5,918.6,113.6	type:Rabbit,area:Z1
pets	Rabbit_Yellow02	Codaflore jaune	0	510		Capture in the wild (Capture Net)	Honeywoods Grove@-435.5,1252,73.5;Honeywoods Forest@-440.5,918.6,113.6	type:Rabbit,area:Z1
pets	Rabbit_Brown	Codaflore marron	0	511		Capture in the wild (Capture Net)	Honeywoods Grove@-435.5,1252,73.5;Honeywoods Forest@-440.5,918.6,113.6	type:Rabbit,area:Z1
pets	Rabbit_Demon	Codaflore nocturne	0	512		Capture in the wild (Capture Net)		type:Rabbit
pets	Rabbit_Pink	Codaflore rose	0	513		Capture in the wild (Capture Net)	Honeywoods Grove@-435.5,1252,73.5;Honeywoods Forest@-440.5,918.6,113.6	type:Rabbit,area:Z1
pets	Rabbit_EarlyAccess_Spark	Codétincelle	0	514		Capture in the wild (Capture Net)		type:Rabbit
pets	DemonDog_Beige	Démodogue beige	0	515		Capture in the wild (Capture Net)	CrimsonIsland Library@586.5,-873,45.8	type:DemonDog,area:Z3
